	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch41.jpg	ch42.jpg	ch43.jpg	ch44.jpg	ch45.jpg	ch46.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc41.jpg	cc42.jpg	cc43.jpg	cc44.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa41.jpg	pa42.jpg	pa43.jpg	pa44.jpg
GC_G_bin1	0.00100517	0.000837326	0.000958761	0.000986099	0.00118828	0.00121498	0.00101026	0.000961304	0.00158056	0.00146484	0.00146612	0.00192451	0.00168864	0.00155322	0.00145276	0.00106176	0.0011282	0.00110563	0.00109355	0.00163746	0.00152842	0.00197029	0.00203451	0.000847816	0.00127316	0.000804901	0.00109355
GC_G_bin2	0.0110524	0.00999165	0.0101045	0.0107899	0.0125345	0.0136213	0.0108121	0.0105972	0.0168533	0.0172049	0.0155156	0.0233326	0.0192839	0.0182088	0.0205193	0.0111968	0.0129681	0.0129534	0.0113335	0.0194788	0.0180448	0.0267836	0.0300115	0.0101328	0.0145693	0.0088857	0.0118275
GC_G_bin3	0.0225798	0.023509	0.0206445	0.022185	0.0256468	0.0300179	0.0225232	0.0242837	0.0415357	0.0428422	0.0347201	0.047534	0.046018	0.0399157	0.0470098	0.0272973	0.0333767	0.0346146	0.0283311	0.0504198	0.0548166	0.0781422	0.0920347	0.0271339	0.0376482	0.0226746	0.0300337
GC_G_bin4	0.0271746	0.0285015	0.0363064	0.0411275	0.0341218	0.035532	0.0270322	0.0340233	0.0618896	0.0561256	0.046018	0.0566816	0.0538712	0.0497551	0.0498034	0.0358073	0.0499697	0.04205	0.0436465	0.0706797	0.0892804	0.117935	0.13153	0.0461159	0.0770121	0.0400365	0.0521641
GC_G_bin5	0.0305761	0.0275154	0.0686277	0.0756798	0.0803871	0.0346308	0.0355142	0.0379709	0.0623277	0.0548598	0.0616678	0.0568066	0.0473982	0.0527795	0.0422579	0.0489057	0.0764389	0.0439606	0.0704231	0.0748672	0.0861085	0.11537	0.128218	0.0685043	0.138089	0.0964769	0.0883649
GC_G_bin6	0.067393	0.0276413	0.100866	0.101451	0.13317	0.0470972	0.101248	0.0391706	0.0712814	0.0660585	0.111436	0.0667562	0.047753	0.0616817	0.0448564	0.082297	0.113241	0.0670179	0.111371	0.118126	0.0790094	0.102908	0.11501	0.1141	0.172531	0.176166	0.12044
GC_G_bin7	0.170478	0.0472164	0.121777	0.118684	0.140577	0.124574	0.1838	0.0545146	0.110331	0.100943	0.161581	0.0747194	0.0626227	0.0735334	0.0616875	0.120707	0.127659	0.107515	0.143031	0.15836	0.0762488	0.0959568	0.101866	0.159306	0.152534	0.196693	0.126705
GC_G_bin8	0.200528	0.125139	0.11474	0.106978	0.121415	0.189599	0.173547	0.0831261	0.126497	0.129305	0.15683	0.0759172	0.0730375	0.0758622	0.0840378	0.132098	0.116908	0.133028	0.144332	0.113744	0.0746765	0.0844154	0.0835107	0.13392	0.0966749	0.122837	0.103443
GC_G_bin9	0.113726	0.219985	0.0963332	0.0863132	0.0900135	0.178412	0.125003	0.117678	0.11528	0.12907	0.119452	0.0734177	0.0753568	0.0709178	0.0918179	0.124151	0.0917168	0.126116	0.120142	0.0732422	0.073698	0.0711575	0.067248	0.0926104	0.0578375	0.0875734	0.0748749
GC_G_bin10	0.0572027	0.210024	0.0708694	0.0657571	0.0687764	0.119143	0.0815798	0.123845	0.0859928	0.104136	0.0798384	0.0680494	0.0713469	0.0627708	0.0904687	0.101299	0.0709124	0.0969556	0.081728	0.0501919	0.0602506	0.0567697	0.0512206	0.05509	0.0371809	0.0550289	0.0512746
GC_G_bin11	0.0378857	0.129658	0.0555623	0.0515575	0.0524203	0.072032	0.0561008	0.107941	0.0610822	0.0804551	0.0561721	0.0662355	0.0616264	0.0567989	0.0775693	0.0774364	0.0582695	0.0747496	0.0535342	0.0348969	0.0374953	0.0461795	0.042064	0.0367708	0.0270252	0.0368144	0.0379009
GC_G_bin12	0.0308266	0.0741673	0.045131	0.0404975	0.0450217	0.0465851	0.0412699	0.0948041	0.042277	0.0588716	0.0422675	0.0627279	0.0562897	0.0546538	0.0694917	0.0591259	0.0481472	0.058766	0.0355689	0.0235138	0.0243384	0.0398369	0.0352249	0.0271091	0.0219774	0.0339464	0.0329812
GC_G_bin13	0.0289288	0.036314	0.0383326	0.0344359	0.0414988	0.0322676	0.0337683	0.0795396	0.0308959	0.0463276	0.0333271	0.064188	0.0579726	0.0583388	0.0632324	0.0441863	0.04459	0.0515079	0.0276756	0.0193243	0.0191256	0.0364672	0.0309645	0.022068	0.0204382	0.0300287	0.0328554
GC_G_bin14	0.0345923	0.0195675	0.0365162	0.0337976	0.0439758	0.0263977	0.0304489	0.0704975	0.0275281	0.0364202	0.0280844	0.0728207	0.0703049	0.073398	0.0697225	0.0373777	0.0446758	0.0476907	0.0246836	0.0218315	0.0196444	0.0356159	0.029747	0.0221872	0.0221777	0.035696	0.037138
GC_G_bin15	0.0527706	0.013176	0.0523879	0.0536639	0.0510756	0.0249701	0.0307484	0.0510712	0.0295264	0.0346375	0.0232983	0.0846262	0.0991364	0.0999807	0.0879358	0.0408859	0.0552626	0.0453809	0.030042	0.0338116	0.0244013	0.0410843	0.0301533	0.0294724	0.0320158	0.034722	0.0613257
GC_G_bin16	0.113279	0.00675678	0.130842	0.156096	0.058176	0.0239058	0.0455933	0.0699768	0.115121	0.0412788	0.0283254	0.104262	0.156293	0.149851	0.0981369	0.0561663	0.0547361	0.0565879	0.0730635	0.135875	0.261333	0.0494067	0.0291627	0.154633	0.0910158	0.021616	0.137578
GC_B_bin1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_B_bin2	2.3524e-005	2.00272e-005	2.41597e-005	2.60671e-005	2.9246e-005	2.95639e-005	2.54313e-005	2.47955e-005	4.00543e-005	3.49681e-005	3.8147e-005	4.3869e-005	4.3869e-005	3.62396e-005	3.94185e-005	2.60671e-005	2.67029e-005	2.73387e-005	3.05176e-005	4.19617e-005	3.56038e-005	5.02268e-005	5.40415e-005	2.09808e-005	3.14713e-005	2.16166e-005	2.73387e-005
GC_B_bin3	0.00136058	0.00115108	0.00131226	0.00139554	0.00163841	0.00191402	0.00141462	0.00134087	0.00256284	0.00207965	0.00203959	0.00274754	0.00292333	0.00229073	0.00319417	0.0014782	0.00154877	0.00177383	0.00153669	0.00227833	0.00212987	0.00309563	0.00341288	0.00118828	0.00181675	0.00120481	0.00152969
GC_B_bin4	0.00662104	0.00578022	0.00635147	0.00664775	0.00778262	0.00986004	0.0065403	0.00682322	0.0161444	0.0109851	0.00975037	0.0131588	0.0152365	0.0106888	0.0174929	0.00699997	0.00775909	0.010341	0.00752894	0.0117645	0.0111084	0.0157986	0.0170612	0.00636196	0.00910473	0.00580406	0.00743548
GC_B_bin5	0.0134258	0.0129156	0.012694	0.0133241	0.0155322	0.0164824	0.0131524	0.0145353	0.03033	0.0239035	0.0200278	0.0271473	0.0262686	0.022522	0.0302455	0.0151755	0.0165224	0.020944	0.015796	0.0274649	0.0265249	0.0336145	0.0353603	0.0155134	0.0201311	0.0124162	0.0167662
GC_B_bin6	0.0188173	0.019639	0.0199979	0.0217203	0.0219949	0.0236864	0.0187963	0.023318	0.0387007	0.0360495	0.0306403	0.0396395	0.0358467	0.0351671	0.0346152	0.0238298	0.0297546	0.027757	0.0251319	0.0448189	0.0494308	0.0589021	0.0653184	0.0266199	0.0395899	0.0205059	0.029115
GC_B_bin7	0.0232519	0.0246639	0.0369167	0.0391515	0.0341981	0.0302973	0.0236613	0.0317281	0.0489127	0.0464776	0.0456855	0.0487185	0.0431226	0.0455558	0.0374991	0.0342496	0.0477028	0.034228	0.038393	0.0584154	0.0737801	0.0930405	0.104898	0.0411654	0.0765047	0.0310612	0.0460676
GC_B_bin8	0.0366357	0.0272875	0.0642796	0.0691579	0.0729307	0.0351448	0.0380026	0.035017	0.0625903	0.0588493	0.0781765	0.0586805	0.0482814	0.0543861	0.0405547	0.0546761	0.0799732	0.0454235	0.0652084	0.0764875	0.0885754	0.1193	0.13619	0.0690012	0.136181	0.0580311	0.0773767
GC_B_bin9	0.0889676	0.0361176	0.105495	0.106812	0.131904	0.0608177	0.104182	0.0433178	0.0935542	0.0856883	0.134066	0.0754137	0.0565306	0.0683441	0.0467218	0.0844771	0.121443	0.0746657	0.117319	0.141101	0.0917288	0.130217	0.142186	0.128472	0.184787	0.135949	0.118356
GC_B_bin10	0.215515	0.0897074	0.143822	0.136611	0.165626	0.177084	0.206141	0.0657864	0.141183	0.138833	0.187054	0.0959044	0.076903	0.0861759	0.0739028	0.122042	0.147945	0.12874	0.166002	0.183506	0.099116	0.124453	0.129948	0.184941	0.168331	0.242147	0.146519
GC_B_bin11	0.2051	0.230972	0.139942	0.133914	0.142508	0.252362	0.209817	0.10549	0.151738	0.167107	0.173446	0.103771	0.100822	0.0978826	0.110173	0.136283	0.136404	0.159807	0.181262	0.120049	0.104219	0.10225	0.102447	0.147711	0.0974598	0.174793	0.124622
GC_B_bin12	0.0990022	0.276694	0.10848	0.100314	0.102869	0.168499	0.134769	0.144871	0.119822	0.145315	0.116038	0.100314	0.0982482	0.0897865	0.124993	0.139057	0.105897	0.143841	0.130122	0.074502	0.079806	0.0801913	0.0757942	0.0870895	0.0549784	0.10935	0.0861632
GC_B_bin13	0.0516243	0.163662	0.0855624	0.0793235	0.0788174	0.0981512	0.0834681	0.139771	0.0786165	0.105325	0.0763683	0.0993242	0.0905622	0.0868136	0.117373	0.154908	0.0849552	0.108655	0.0797373	0.0456057	0.046929	0.0626806	0.0581888	0.0494738	0.0379925	0.0676746	0.0581525
GC_B_bin14	0.0433884	0.0692606	0.0775503	0.0732339	0.0716324	0.0567083	0.0606035	0.131776	0.0545216	0.0729726	0.0542774	0.102998	0.0945123	0.102565	0.110848	0.150342	0.0806112	0.0879644	0.056275	0.0344076	0.0313931	0.0543569	0.0479819	0.0378962	0.0316963	0.0563444	0.065005
GC_B_bin15	0.0759322	0.0283661	0.120726	0.123149	0.0760485	0.0407848	0.0632737	0.0887801	0.0584087	0.0631027	0.0427933	0.134799	0.133938	0.142162	0.122309	0.0668297	0.119314	0.0928644	0.0869471	0.0688534	0.050698	0.0533663	0.0449804	0.0540857	0.0502348	0.0659949	0.126444
GC_B_bin16	0.120335	0.0137625	0.0768464	0.0952193	0.0764891	0.0281782	0.0361532	0.167421	0.102875	0.0432765	0.0295989	0.0973396	0.176761	0.155624	0.130039	0.00962575	0.0201426	0.0629679	0.02871	0.110703	0.244525	0.068683	0.036178	0.150459	0.0911608	0.0187009	0.0964209
GgT_glcm_contr	6.28332	8.26689	11.7611	10.4011	13.8381	8.47918	7.35405	7.78903	7.46706	9.80703	9.64596	15.0603	13.5909	12.5485	10.1	9.24851	9.9511	10.4129	8.43243	6.44665	7.40404	12.2399	9.57566	11.4695	9.78546	7.97149	8.07965
GgT_glcm_corre	0.98067	0.95583	0.963785	0.970018	0.954647	0.962046	0.968521	0.974031	0.980863	0.969043	0.962864	0.96753	0.97117	0.972731	0.975244	0.966107	0.969671	0.964618	0.969518	0.985063	0.987837	0.971835	0.974501	0.96886	0.97259	0.964428	0.978296
GgT_glcm_energ	0.00563035	0.0054428	0.00325068	0.00453394	0.00243926	0.00465825	0.0050391	0.0041649	0.0045081	0.00282276	0.00321463	0.00220227	0.00333026	0.00334108	0.00289484	0.00348724	0.00267535	0.00277916	0.00420666	0.0064195	0.0314624	0.00194315	0.00236089	0.00622151	0.00363427	0.00516503	0.00520658
GgT_glcm_entrop	5.85471	5.85006	6.30642	6.19937	6.44271	6.00166	5.92617	6.05464	6.14455	6.31469	6.23697	6.59235	6.42147	6.38643	6.3273	6.16995	6.32165	6.32091	6.09283	5.9219	5.65025	6.55622	6.38914	6.10832	6.20785	5.95403	6.06698
GgT_glcm_homo	0.497508	0.42192	0.382834	0.410192	0.344196	0.422216	0.451549	0.455598	0.456846	0.399776	0.394389	0.355325	0.396233	0.3993	0.432915	0.418814	0.394187	0.390847	0.433256	0.529848	0.538745	0.363873	0.388506	0.440327	0.417232	0.46264	0.460856
GgT_glcm_sum_of_sqs	1831.76	1747.35	1770.17	1788.24	1677.94	1635.84	1662.64	2099.02	1711.4	1673.32	1460.39	1889.25	2105.58	2109.18	1980.91	1784.35	1682.51	1752.45	1580.31	1633.99	1952.35	1350.58	1193.42	1818.83	1473.72	1499.15	1767.66
GgT_glcm_sum_avg	81.7129	81.3336	80.195	80.3693	78.1127	78.0807	78.6346	88.2967	77.88	77.8445	72.953	81.4213	86.4844	86.6973	84.3076	81.1894	77.9352	80.1329	75.9475	75.3184	81.1914	67.3294	63.4246	80.8627	71.9788	74.4882	79.5374
GgT_glcm_sum_var	6620.25	6317.59	6368.23	6442.9	6012.48	5876.72	5978.06	7617.86	6146.44	5993.38	5198.05	6802.03	7632.25	7646.83	7154.78	6422.45	6028.63	6293.86	5657.52	5867.18	7123.64	4779.66	4197.06	6568.05	5257.15	5357.61	6366.7
GgT_glcm_sum_entrop	4.40554	4.18737	4.49515	4.47804	4.5187	4.33533	4.3502	4.47683	4.57568	4.56694	4.48245	4.67857	4.61255	4.60586	4.62737	4.46945	4.57062	4.53073	4.44448	4.5338	4.29132	4.69745	4.64047	4.42389	4.50332	4.36409	4.50245
GgT_glcm_diff_var	6.28332	8.26689	11.7611	10.4011	13.8381	8.47918	7.35405	7.78903	7.46706	9.80703	9.64596	15.0603	13.5909	12.5485	10.1	9.24851	9.9511	10.4129	8.43243	6.44665	7.40404	12.2399	9.57566	11.4695	9.78546	7.97149	8.07965
GgT_glcm_diff_entrop	1.69271	1.82689	2.01319	1.95611	2.07445	1.83527	1.77625	1.79399	1.79604	1.90973	1.90124	2.10579	2.04002	2.00915	1.91146	1.87929	1.92463	1.94604	1.85011	1.68046	1.74487	2.01874	1.91345	1.95914	1.91603	1.796	1.81924
GgT_glcm_inform_meas1	-0.434359	-0.334954	-0.350834	-0.37347	-0.32235	-0.359242	-0.386253	-0.409391	-0.42714	-0.374423	-0.359114	-0.350075	-0.367385	-0.37348	-0.396037	-0.372532	-0.374408	-0.358524	-0.385968	-0.46956	-0.470933	-0.366226	-0.384241	-0.377819	-0.37982	-0.383772	-0.417564
GgT_glcm__inform_meas2	0.979505	0.948925	0.963593	0.969213	0.954867	0.961487	0.968898	0.976515	0.981209	0.97099	0.965224	0.967421	0.970458	0.971605	0.976676	0.968451	0.971122	0.96629	0.971081	0.98611	0.983909	0.971767	0.974494	0.969227	0.971151	0.968463	0.978509
GgT_Gabor_energ_s_0.01_theta_0	8.89743e+006	9.20565e+006	1.04192e+007	9.74839e+006	9.039e+006	9.11546e+006	9.40516e+006	1.24332e+007	9.02917e+006	8.12699e+006	8.83482e+006	9.79293e+006	1.11413e+007	1.06258e+007	1.06744e+007	9.97636e+006	8.95659e+006	9.60756e+006	9.05697e+006	7.55844e+006	9.81776e+006	6.37257e+006	6.48507e+006	1.065e+007	7.69707e+006	9.44485e+006	1.13385e+007
GgT_Gabor_entrop_s_0.01_theta_0	0.925716	0.921508	0.927453	0.926789	0.920844	0.920526	0.920968	0.926534	0.929364	0.922623	0.924386	0.926993	0.926291	0.922405	0.921215	0.925469	0.923825	0.924101	0.927415	0.92487	0.929554	0.919805	0.925121	0.935264	0.919821	0.931337	0.926522
GgT_Gabor_energ_s_0.01_theta_0.7854	864544	442971	1.12213e+006	1.30782e+006	772074	723851	480146	1.14088e+006	2.28984e+006	927480	700896	781943	814081	928081	856397	965453	1.25824e+006	1.20624e+006	888515	876518	3.62629e+006	709755	686369	1.36029e+006	1.07832e+006	778790	1.2661e+006
GgT_Gabor_entrop_s_0.01_theta_0.7854	0.946309	0.929483	0.950547	0.940281	0.937508	0.948463	0.939076	0.940023	0.941075	0.939836	0.949671	0.934266	0.94688	0.937157	0.948569	0.942818	0.947248	0.939579	0.936801	0.950087	0.946489	0.944914	0.941203	0.935551	0.940521	0.938631	0.947838
GgT_Gabor_energ_s_0.01_theta_1.5708	1.16207e+007	8.74351e+006	1.06098e+007	9.61875e+006	9.4501e+006	8.36913e+006	9.44771e+006	1.0699e+007	1.1678e+007	8.71477e+006	7.48327e+006	9.82286e+006	1.06916e+007	1.02779e+007	1.02724e+007	9.40048e+006	8.54448e+006	9.88461e+006	9.3675e+006	1.17871e+007	1.24043e+007	7.60321e+006	6.92936e+006	8.68908e+006	7.26707e+006	8.53854e+006	1.29647e+007
GgT_Gabor_entrop_s_0.01_theta_1.5708	0.924415	0.919481	0.928478	0.921505	0.926382	0.921098	0.925439	0.920338	0.932458	0.924795	0.923331	0.92132	0.920756	0.9204	0.919418	0.920657	0.928923	0.923571	0.927276	0.929374	0.942156	0.91948	0.929814	0.927488	0.930317	0.926826	0.933581
GgT_Gabor_energ_s_0.01_theta_2.3562	1.35318e+006	728132	755341	1.00844e+006	590419	763603	675645	680076	942158	1.03688e+006	813711	598584	839268	674123	1.07028e+006	673721	1.12263e+006	793215	1.52409e+006	833284	2.17274e+006	530513	632226	3.49219e+006	5.27594e+006	1.0225e+006	2.10587e+006
GgT_Gabor_entrop_s_0.01_theta_2.3562	0.95174	0.926946	0.944927	0.949435	0.939231	0.945793	0.939367	0.935695	0.945055	0.936908	0.931318	0.933879	0.944128	0.942305	0.948606	0.925585	0.94239	0.94029	0.943727	0.942508	0.944236	0.937749	0.945109	0.950229	0.93988	0.936035	0.938825
GgT_Gabor_energ_s_0.01_theta_0	477609	442361	554843	503919	477086	420905	471764	587975	520364	499224	454602	543206	629759	655916	560862	508973	475727	554747	504839	579733	570024	441707	381990	525178	428450	435470	540903
GgT_Gabor_entrop_s_0.01_theta_0	0.895479	0.884247	0.895796	0.903776	0.889982	0.892783	0.889091	0.889325	0.901752	0.901889	0.893503	0.901099	0.90002	0.908178	0.895844	0.897175	0.904688	0.893338	0.902325	0.912249	0.907968	0.909971	0.905395	0.899745	0.888797	0.892612	0.891096
GgT_Gabor_energ_s_0.01_theta_0.7854	99889.1	40074.5	132497	158335	71288.5	70674.4	67361.7	97157.9	258876	113873	65915	103973	102206	130101	129082	94255.9	137622	91916.8	81199.6	155619	273244	134351	105190	130521	80414.6	46803.3	89852.6
GgT_Gabor_entrop_s_0.01_theta_0.7854	0.937752	0.947502	0.9375	0.9383	0.939993	0.936882	0.934744	0.929096	0.923423	0.935316	0.944088	0.938862	0.944801	0.939281	0.943786	0.936872	0.940965	0.945825	0.933996	0.931507	0.928449	0.93831	0.94248	0.923304	0.930325	0.934753	0.941359
GgT_Gabor_energ_s_0.01_theta_1.5708	721491	488812	550686	553014	486258	466541	510180	531582	557682	515425	455223	576094	605895	545985	564358	514042	474196	560288	443297	536671	683700	446097	380869	503125	406241	437031	601244
GgT_Gabor_entrop_s_0.01_theta_1.5708	0.904073	0.885773	0.89829	0.894417	0.893141	0.890861	0.897415	0.890551	0.914581	0.901413	0.903415	0.899716	0.910725	0.899606	0.902296	0.891717	0.907468	0.900148	0.887763	0.90266	0.919633	0.902095	0.910041	0.89713	0.897309	0.896475	0.908459
GgT_Gabor_energ_s_0.01_theta_2.3562	98051.8	60472.6	80955.1	117762	65452.8	59087.9	90317.2	68269.5	78740.4	113240	78173.6	139649	119255	97909	109974	96187.1	136952	101419	106069	160643	130344	93023.1	109291	131609	421492	76195.6	148858
GgT_Gabor_entrop_s_0.01_theta_2.3562	0.937599	0.933216	0.94031	0.940853	0.945091	0.940816	0.935664	0.939871	0.938739	0.943409	0.938828	0.943189	0.940962	0.939464	0.945711	0.941512	0.939419	0.942101	0.93506	0.937974	0.932631	0.941683	0.931261	0.936765	0.926539	0.941063	0.936029
GgT_Gabor_energ_s_0.02_theta_0	22272.9	21585.1	25483.7	26815.4	23439.1	20653.6	21952.1	26561.9	23240.4	26206.9	22559.1	31431.8	34282	39387.7	33919.1	25226.2	25369.9	25150.8	22592.3	31515.2	29898.2	27150.6	29263	20137.7	19520.5	19991.4	23074.3
GgT_Gabor_entrop_s_0.02_theta_0	0.895741	0.882042	0.89714	0.897449	0.896969	0.893597	0.889673	0.890169	0.898018	0.907774	0.895048	0.904334	0.910074	0.921229	0.908644	0.899004	0.90348	0.885415	0.900495	0.91347	0.900876	0.920207	0.925707	0.883283	0.877353	0.88655	0.887116
GgT_Gabor_energ_s_0.02_theta_0.7854	8374.69	5693.03	10084	12946.5	7870.63	7057.38	7500.31	8487.31	15470.5	10791.1	8574.23	18053.8	15188.7	19317.1	13020	9146.78	11523.5	8475.31	6562.78	13481.2	18834.1	22432.9	14248.7	5899.07	6654.18	5285.05	9972.51
GgT_Gabor_entrop_s_0.02_theta_0.7854	0.935872	0.94539	0.939265	0.929064	0.937652	0.937662	0.934526	0.940739	0.924469	0.94116	0.937912	0.940906	0.94137	0.938479	0.942384	0.937254	0.940502	0.939728	0.936159	0.933036	0.917805	0.937257	0.938348	0.929235	0.936033	0.93531	0.929336
GgT_Gabor_energ_s_0.02_theta_1.5708	32119.9	21901.4	24745.8	25545.1	24409.3	21551.4	22920.3	27374.7	31611.7	28702.8	21882	31050	40148.7	32454.9	33446.2	24660.4	28060.6	25769.8	20127.9	28133.7	30786.5	29992.9	24172.6	24263.3	17401.1	19724.7	27021.1
GgT_Gabor_entrop_s_0.02_theta_1.5708	0.887782	0.881983	0.899217	0.899798	0.898366	0.888852	0.890452	0.888289	0.909367	0.909327	0.903171	0.921544	0.912551	0.907617	0.910892	0.89318	0.908222	0.892785	0.885386	0.904404	0.907723	0.925677	0.915215	0.879138	0.884299	0.886144	0.89317
GgT_Gabor_energ_s_0.02_theta_2.3562	8038.33	8295.46	10407.9	8466.49	9371.98	7397.91	8242.97	7693.07	9065.26	13847	8437.04	16102.1	18656.1	14870.7	16017.3	8063.19	12022.4	10057.7	9798.56	15516.4	12335.3	12224.8	14044.8	8740.36	15404.3	7378.11	9841.89
GgT_Gabor_entrop_s_0.02_theta_2.3562	0.939988	0.939643	0.939176	0.936932	0.93743	0.933301	0.932973	0.937957	0.935059	0.937614	0.936103	0.940033	0.941556	0.942004	0.940915	0.941224	0.937472	0.939339	0.931392	0.929042	0.92221	0.938405	0.936248	0.92708	0.928592	0.930823	0.931588
GgT_Gabor_energ_s_0.04_theta_0	1110.65	1204.86	1380.42	1251.15	1417.33	1161.71	1138.02	1256.68	1044.97	1261.24	1123.3	1713.39	1865.03	2187.89	1658.21	1113.68	1174.74	1191.42	1110.52	1295.97	1303.8	1306.39	1255.14	1026.21	933.738	956.444	1105.94
GgT_Gabor_entrop_s_0.04_theta_0	0.898639	0.901745	0.906015	0.904498	0.911875	0.904404	0.901275	0.894311	0.900133	0.911314	0.900615	0.913915	0.917051	0.920465	0.910035	0.897313	0.899981	0.89614	0.899096	0.910692	0.904381	0.914826	0.914158	0.897975	0.893212	0.896241	0.892473
GgT_Gabor_energ_s_0.04_theta_0.7854	479.701	421.353	581.193	703.655	710.411	502.948	472.44	555.114	530.709	632.274	516.99	1100.48	1069.39	1217.96	797.521	485.289	601.009	467.616	347.972	656.927	733.284	975.09	647.646	397.402	449.41	396.571	541.046
GgT_Gabor_entrop_s_0.04_theta_0.7854	0.927565	0.936693	0.937927	0.922109	0.938864	0.935056	0.933047	0.926636	0.925091	0.938049	0.931909	0.94089	0.937126	0.93872	0.934806	0.930494	0.93311	0.931589	0.927533	0.927716	0.928099	0.933545	0.931	0.929193	0.928397	0.924527	0.918579
GgT_Gabor_energ_s_0.04_theta_1.5708	1314.41	1170.31	1160.9	1209.75	1516.61	1156.56	1194.57	1319.8	1325.72	1266.73	1056.77	1852.71	2058.42	1638.96	1696.01	1137.51	1195.57	1281.08	940.942	1311.93	1409.63	1432.98	1184.91	1074.99	905.338	1053.54	1219.86
GgT_Gabor_entrop_s_0.04_theta_1.5708	0.888326	0.89581	0.901199	0.902942	0.917389	0.902512	0.901149	0.89635	0.901779	0.911786	0.90374	0.925949	0.91595	0.9152	0.915353	0.895229	0.901505	0.898414	0.887565	0.900924	0.904924	0.919599	0.912811	0.884142	0.894619	0.89783	0.893216
GgT_Gabor_energ_s_0.04_theta_2.3562	437.241	660.481	550.801	517.127	845.034	567.962	572.907	451.738	458.976	729.802	465.716	1094.44	1262.95	961.097	947.054	407.372	570.136	558.964	538.132	742.153	687.556	747.897	738.976	369.948	455.884	494.262	518.588
GgT_Gabor_entrop_s_0.04_theta_2.3562	0.926081	0.928703	0.935939	0.932077	0.935712	0.935869	0.92821	0.930522	0.930451	0.934379	0.93036	0.936247	0.939248	0.937768	0.937857	0.93006	0.931788	0.935376	0.925843	0.922115	0.926302	0.93433	0.931918	0.932918	0.926477	0.923091	0.925101
GgT_Gabor_energ_s_0.09_theta_0	45.646	49.5328	55.5223	52.5497	57.7441	48.6293	45.4562	53.1552	42.6427	49.0445	45.306	60.9439	62.381	68.8071	56.159	50.0823	49.5993	51.3339	49.2834	44.4133	51.8388	48.0486	43.4235	56.5818	49.1662	43.716	48.1119
GgT_Gabor_entrop_s_0.09_theta_0	0.906033	0.903046	0.909334	0.90728	0.910548	0.904912	0.901988	0.905112	0.906929	0.905362	0.903898	0.905132	0.908218	0.910842	0.902128	0.905223	0.906313	0.902573	0.904261	0.90265	0.904854	0.909138	0.904049	0.917065	0.908059	0.906345	0.903581
GgT_Gabor_energ_s_0.09_theta_0.7854	14.3747	12.7112	21.6603	22.7578	24.7461	16.2584	14.8691	19.0845	15.0103	21.0359	18.7623	30.8565	25.7396	29.6972	18.5585	19.1695	20.7129	16.7607	14.0634	14.7647	19.9082	28.8812	18.2873	26.0483	22.3473	15.269	18.4029
GgT_Gabor_entrop_s_0.09_theta_0.7854	0.923387	0.929107	0.928468	0.919946	0.928364	0.927295	0.926504	0.92013	0.924103	0.927351	0.921016	0.931621	0.932034	0.931143	0.931471	0.920497	0.926221	0.928711	0.923194	0.921558	0.926062	0.926892	0.925808	0.924116	0.925565	0.922145	0.922477
GgT_Gabor_energ_s_0.09_theta_1.5708	53.4039	47.4793	51.8665	52.2315	58.6587	47.2544	48.3143	55.1257	49.1532	49.9239	46.0623	68.0324	68.4269	58.3214	59.3009	53.018	50.2795	53.2153	44.1315	45.2681	52.5235	48.9872	42.2418	55.327	44.9808	46.3218	52.5631
GgT_Gabor_entrop_s_0.09_theta_1.5708	0.88934	0.902464	0.906536	0.904279	0.911345	0.903063	0.903042	0.904702	0.902281	0.909596	0.906534	0.915587	0.905514	0.909565	0.906313	0.905004	0.905477	0.904312	0.90042	0.89088	0.905463	0.910463	0.904715	0.906034	0.909065	0.905362	0.90245
GgT_Gabor_energ_s_0.09_theta_2.3562	12.9494	21.689	20.9909	18.8945	34.1047	17.6952	17.4147	14.9067	14.2059	19.65	17.7764	29.3152	31.1864	23.6748	24.4554	17.3756	21.1165	22.9485	20.416	15.2735	17.2254	21.0281	22.33	22.0945	21.112	18.8571	18.4067
GgT_Gabor_entrop_s_0.09_theta_2.3562	0.920729	0.913728	0.926452	0.926418	0.928878	0.92554	0.921803	0.926637	0.929926	0.927017	0.918546	0.92897	0.931865	0.932617	0.929559	0.925164	0.92364	0.925583	0.921245	0.918872	0.928391	0.926889	0.925141	0.929996	0.926884	0.919837	0.922288
GgT_Gabor_energ_s_0.18_theta_0	2.00156	2.11737	2.29755	2.21693	2.17049	2.0175	1.90849	2.35536	1.9104	1.99081	1.85657	2.34907	2.43464	2.47416	2.25917	2.10239	2.05504	2.19031	1.99859	1.79423	2.08728	1.73861	1.52057	2.29953	1.93679	1.77532	2.04753
